id,log_recommends
845,6.972284016832905
846,7.412821859121664
847,8.906281184729256
848,4.703429874047865
853,4.559501575044273
855,5.192169852049174
856,5.353658757263369
858,3.234659554529832
861,6.306932164285448
862,4.971289146851899
866,4.611651280051017
867,5.016829169219825
876,5.030985907939657
877,4.287044866550973
878,4.470792450918088
881,5.0993292340116465
884,4.11437388230158
894,4.638605840459776
895,5.087824024739083
899,4.07546509879975
900,4.4053940564833916
908,4.265704861748105
912,4.504104618420126
914,4.157991931700575
926,5.5938640439313705
927,5.254365870012554
928,4.79243533525093
932,3.5243571330175905
934,3.4502075080324053
935,2.7277713935638954
939,4.667491865679114
947,3.572657615203427
956,4.158598079389375
966,5.1501230464721335
970,4.904469228705778
972,5.002023075564457
978,1.7050531761579548
981,5.063241089645434
985,4.333495968475377
996,2.9733999118129297
1001,4.216422764847725
1005,3.9043638036125214
1008,6.738057645859791
1009,4.0087110234399495
1012,3.7220653401265325
1013,4.921614662372482
1022,3.1945262524271554
1025,4.973229966184658
1031,4.834406095234188
1032,4.95965025751262
1033,5.952410638925506
1037,4.26746074195947
1039,4.823856739251342
1040,4.370955631164249
1042,4.139057484325206
1044,4.176561106582378
1046,4.560671429517817
1047,4.679769142047849
1049,3.5587840320962756
1050,8.098181383614271
1051,7.999025407414779
1052,4.04329432559663
1055,7.6810638929964075
1057,8.54756889833488
1058,5.898942411335298
1061,5.668484337513774
1069,6.034024918625678
1071,5.258876136084072
1072,4.786597039620189
1076,5.272803036443991
1077,3.543683317355205
1078,5.034809617484257
1080,6.144372661657582
1081,3.9955107100567044
1083,4.883776129165811
1085,4.935333803635271
1087,5.635661205216741
1094,5.472628911012565
1096,5.239026608547379
1102,6.237305967510736
1104,5.534260722762314
1105,5.504249975590065
1106,3.6183611839851015
1110,3.493004554815901
1114,6.971900409694779
1124,3.8343548909667886
1127,5.629745637455115
1129,3.2072049033917414
1131,3.9664451693027436
1133,3.9262952088719434
1136,4.924302360874661
1137,3.4668865497409382
1138,4.909724873753239
1139,3.5525000359142975
1141,3.4977897336877293
1149,5.6869964152488235
1151,4.349899895815833
1152,2.8975259756632568
1153,3.853975168673641
1165,4.357553508309764
1167,4.181534883459639
1170,5.300686443144238
1171,4.059543818409619
1173,3.0854570363234313
1175,5.958567543315578
1177,4.34445810023856
1180,4.437180275966857
1183,4.9438663279393875
1188,5.670250449738135
1189,2.62674222733938
1190,7.744925969033769
1194,5.311606010126888
1197,4.43888412714631
1199,7.073213902648914
1202,5.194715711242277
1207,4.61073082936838
1208,5.56456663760422
1209,3.650089752738756
1213,4.455477149522366
1214,4.565232164552537
1215,4.446248006664615
1216,4.196333295988659
1220,4.752564022947052
1221,3.4894081659039826
1229,6.8436367673096585
1230,5.460799284248221
1233,4.676138961238465
1235,5.292314513756492
1237,3.6961522256115553
1239,4.43780631590934
1240,5.209811403519998
1241,4.150821992063849
1242,5.101523131317618
1244,4.382774000000397
1249,5.854703002873673
1251,2.2828384073825987
1252,3.1356914206655455
1255,5.580873333846726
1256,7.575389082411166
1262,4.572465346212766
1270,5.346651524882204
1272,1.7649591623360747
1276,5.300219989159117
1278,4.826672931595215
1280,7.621999210914834
1283,5.797146548937015
1286,4.27517687470788
1292,4.142264673777828
1302,4.998495325371605
1303,4.865339625319279
1307,5.315971697209928
1308,5.94210588082383
1314,5.370799753916355
1320,6.076021307950048
1323,3.8385110803999702
1325,4.2853876915020095
1329,5.549126433808651
1346,3.5082583240487417
1348,5.066581900369075
1361,4.824482761467887
1362,4.9621662155902015
1365,4.754225602985802
1366,4.825177351372369
1367,2.407736309341649
1368,4.009868773792665
1369,4.491604010926252
1375,5.1309480331679005
1376,6.111045820550107
1377,4.505788442158865
1378,4.357230504060945
1382,3.900420126811766
1385,5.784582752188874
1392,4.686066746370793
1394,6.105462809383275
1397,5.102792442271717
1398,4.5446486061642
1401,5.363928931034148
1404,5.465136320915073
1406,3.6916811063765613
1413,5.9889742715569625
1415,5.555650795649665
1418,3.0873815793328996
1431,4.8298129205598705
1433,4.518595631503767
1434,4.2444570734897855
1435,6.507933173537543
1449,5.815129095345388
1455,4.000090282917692
1469,5.921244092131308
1480,4.9435548022676254
1512,6.531360455545769
1556,5.075677776335002
1562,5.186163090022802
1564,5.374640385793844
1572,6.699882121547841
1574,3.1130298243373424
1575,2.5108678756449843
1587,4.5541339396712015
1588,5.818065505077493
1591,3.5036147894543856
1602,4.012143769822757
1603,6.473422810049338
1616,4.165845036420585
1617,6.3387816968257615
1643,2.940822588465874
1657,4.213545166136931
1660,3.2012176216799153
1661,4.267795336391177
1662,4.414481530475761
1663,4.333914079381316
1667,6.79650864947105
1685,7.1527389461270845
1704,2.868076256175157
1712,5.100498847043634
1715,3.705935769742065
1730,2.754242493183233
1733,4.900788722371955
1747,3.520839887750422
1753,3.3172918285515487
1755,5.295631471124699
1757,3.396087050393074
1762,2.941600011636204
1763,3.9192577867872407
1770,5.663487008002945
1771,3.310635207429369
1782,2.9590441276830286
1784,3.9284424025707594
1786,2.631281252415241
1788,3.40374791268878
1789,2.937507255811711
1794,5.786599032921775
1813,4.137938835370656
1834,4.062357225257001
1838,2.9334265895122824
1847,4.279426286033616
1848,2.624129058103062
1863,4.947973674300593
1870,6.245675729322044
1894,6.286698180980445
1897,5.109294368332526
1906,3.4071492441247635
1930,7.619734553321973
1934,3.461267069643006
1936,4.117468876284184
1950,4.944033455470474
1951,5.447147164727674
1957,5.095328987279032
1970,3.8612076761240757
1979,3.212514329323609
2003,4.65864497535317
2004,4.703986850075486
2017,5.464890113414291
2024,5.31878982174235
2026,4.7767393724345135
2027,4.449878337491656
2034,4.883996794148697
2061,2.8235775644284247
2064,5.097647895815985
2069,3.4044266542825117
2070,3.0065256721777405
2073,4.034371214596396
2074,4.043200537500473
2078,3.568905730256793
2080,3.914546963334084
2083,4.6366396013252995
2088,2.9407728148618233
2108,3.972546829919257
2117,2.7865073816138497
2124,5.18430200315319
2126,2.5335758402863755
2134,5.422082891312531
2136,4.2222531097559575
2141,4.182664261974556
2144,5.698092680591123
2157,3.59182743027822
2170,4.29167818595934
2179,5.022139247233898
2205,4.441785921055809
2213,3.726736601155671
2215,4.176409177679416
2219,4.421876805398989
2266,3.801714313680009
2289,3.2055683894513334
2304,2.864179986435622
2305,4.681694576368489
2307,4.654574952276816
2323,5.188611791530413
2331,8.011693146717874
2339,3.315186562914272
2340,3.7899543883368185
2341,4.186381816190093
2343,4.409711630728966
2344,2.193513074034607
2354,5.082744603249511
2359,5.555354864975274
2360,3.480407066985749
2361,5.894310424039118
2368,4.471102671545837
2381,4.6084527875974
2385,3.599279029674002
2394,5.905599518415506
2401,5.057626885181122
2402,3.7667176722521414
2403,4.38221158696717
2406,5.479726433944057
2408,5.666554389883356
2419,5.377369249280926
2420,3.9511748102909854
2423,4.135092375349991
2424,4.189468336434016
2425,6.370127508294415
2426,3.629230924124682
2431,3.100306874819486
2432,3.1867615540097782
2452,5.105651072097416
2453,6.5746549410780615
2454,2.3285359095712055
2462,4.811628830088479
2466,4.175420494232995
2468,4.1509697795830425
2469,4.558347792966473
2471,3.3483733446943873
2472,4.633244048187883
2478,4.371660528054028
2484,3.6586928789280164
2487,3.7781550470518908
2494,4.009291851356767
2495,3.184614573662218
2508,8.622631179787419
2554,2.8890316211261404
2559,4.930935209107219
2561,2.4531933801269155
2581,4.133030570722253
2582,3.8506082256524183
2583,4.695508112929886
2607,6.047838775762059
2610,7.3992629326207515
2618,3.0019266231912165
2624,2.3183346495816215
2634,5.070875451800484
2640,4.332936389722575
2643,5.482846285821727
2650,4.4133290939626315
2653,3.408484111887738
2676,3.2851520886819694
2689,3.371921850139753
2690,4.915715676621727
2705,4.19061848911648
2717,4.840642147777628
2723,5.010061519634516
2724,4.495486542136463
2725,4.555984115381514
2728,3.825008473936931
2730,5.571987837863018
2731,5.925015161288429
2736,5.055026250167588
2748,4.327328436337655
2751,3.1334133245746894
2752,5.030678478423606
2759,4.676565431192049
2761,4.578021886312275
2768,2.460678277061617
2803,3.574921762231071
2828,3.6742686956856123
2834,3.5048647130225716
2842,4.603548981670219
2846,4.319632299336419
2850,4.100469250988221
2853,4.843903945457572
2855,2.6421300985586704
2858,3.4593352786206752
2859,4.469541117606938
2860,3.9190570739328123
2862,2.827110201116214
2881,4.737604919209439
2897,5.577699624526925
2900,4.9070492575334015
2909,4.41544293992281
2918,5.359918851925324
2948,4.3396728838609935
2954,4.898504703543152
2956,2.828043816589627
2957,4.865983474185063
2958,5.074567449815023
2960,3.8781420170021796
2962,4.141072213577505
2965,4.8995254300716855
2967,4.958397920936678
2968,4.438728905270622
2975,4.835079088658592
2979,3.087033754857733
2980,5.488450863072548
2982,5.258422742356316
2985,5.0600115564065575
2986,4.753793981921186
2988,4.427381544028721
2994,2.9980498775301787
2997,4.886405559827289
2998,3.237898021355541
3004,4.404934149637288
3012,4.831515313135066
3013,4.536117980721405
3017,3.251865732883517
3024,5.187849005354689
3033,2.698934253161566
3037,4.105427590540463
3047,4.357161380379068
3049,3.893002087977949
3051,4.775984116670142
3057,4.4847828667353715
3061,4.316050970671253
3067,3.0376661692228084
3068,5.510781473943081
3074,2.8317160062472784
3077,5.099805656433438
3090,6.954290920348458
3096,3.626346217302288
3100,3.4362260825054802
3101,2.307461801115747
3112,3.9144560490736455
3113,3.8147836900372822
3118,5.313811905449455
3124,5.126623803094027
3141,3.4158206671074094
3144,3.7170926720358355
3165,2.8768099967916165
3166,2.1162969952217594
3170,2.5299644198059212
3175,4.815961821740846
3178,3.412051092425265
3193,3.3052837417188177
3194,3.3463734774163303
3195,3.118398337057236
3207,7.884492318035757
3222,7.044035853473106
3224,4.147337760435816
3232,3.7777939898790747
3236,5.361886362606699
3242,4.899222614009391
3245,6.714319198946179
3249,4.868923134109158
3250,3.190047896421688
3256,4.821373969852421
3273,6.251568278634391
3287,4.833752341661002
3289,3.106071100711147
3297,5.99161303498449
3299,5.855886252290675
3300,5.742108599641164
3307,2.7415772373757425
3317,2.394789358232959
3326,3.5178400569497414
3335,3.5424468205398503
3337,4.496354465871782
3338,3.8530145823211814
3341,4.627210300028733
3344,3.2825684179873638
3351,4.812196693487206
3358,4.649990402046475
3370,4.360702217043414
3372,3.0671982534899076
3376,4.122672600372921
3378,5.9396645568722555
3383,6.475011027498805
3396,3.580594155173562
3399,4.118295948041195
3421,4.342983559753994
3426,8.809348650332566
3428,9.57798977013379
3441,5.090373552590117
3445,4.44692443447318
3453,2.648887296296074
3468,2.919377354128556
3469,2.313088183571251
3491,4.48964372235776
3493,4.113943513923493
3497,7.081457482110518
3498,9.435526710948373
3506,6.52197158140927
3507,6.101396374860611
3509,6.4201571849592405
3510,6.085274745507158
3511,5.767646422836802
3515,5.748022813957403
3520,5.420379756192252
3521,5.470687915629873
3525,7.972550657429729
3526,2.5569105781739303
3527,6.077442899094028
3528,5.943228903473629
3534,5.648464911295386
3552,4.17499321811164
3567,4.987066165229377
3568,7.374541509378657
3573,4.667588792687628
3580,4.361740884102991
3583,6.1904796678501635
3587,4.328373367319008
3593,4.767202539484316
3594,2.5013350070218205
3601,4.0376651332468985
3602,3.2820094497575116
3603,5.978536661799615
3618,3.065694774462534
3619,3.671117932901051
3624,5.401765808620879
3628,7.807308965973556
3650,5.379333480605175
3665,6.773837692603444
3686,8.989182007965073
3687,5.521523789671228
3689,4.513358615984615
3697,2.865958553813158
3726,2.5886805462425135
3744,2.9521648176180277
3756,3.840462908797829
3777,7.026997082816846
3778,7.748930511556869
3783,4.063007020653886
3790,5.765192294263538
3791,4.346053023735128
3792,6.030667089314114
3803,3.6043237571789457
3837,3.9761195757917727
3844,2.2245125606438343
3845,3.2256292211084983
3868,3.300921497606669
3874,3.4616133655150203
3875,3.8793584301540855
3887,6.871755032290378
3897,5.8617505894309385
3898,6.844776488708845
3899,7.723208389885142
3901,3.3183058072732274
3902,5.930356330672393
3905,2.424893017716579
3913,5.8135242224113854
3925,6.629226499247297
3931,3.600733695431777
3954,3.9367674718454015
3980,3.6612902487492733
4017,4.521132046276569
4039,3.7619035799437643
4091,3.8621947810978456
4092,3.9085425019757665
4106,3.2302343053852427
4107,3.5374907398586797
4111,4.469543049379574
4119,4.73201129849315
4125,3.2311961306627532
4128,4.814867148668082
4147,5.287749838276598
4158,6.289507993506404
4169,4.709100084812775
4170,4.6211203931263425
4172,4.617924315181857
4175,6.162431385941757
4191,3.1622492773569357
4241,4.385781620536029
4246,3.828350237898084
4275,3.3578453055657738
4284,2.9982639739139705
4289,4.489128772187218
4299,5.259300648254709
4300,3.807588146176421
4315,4.107705948633811
4316,4.162601148668584
4327,5.686106693638622
4328,3.4761908698282706
4333,4.261075706019803
4334,3.0358063937903212
4337,2.919975652948
4341,2.800503880135561
4351,3.0172193211071225
4357,3.0628676121881924
4394,3.255241542711565
4397,6.46274083396628
4399,3.848643129286546
4411,4.182039103596171
4440,7.320304070620559
4448,3.4754222536472685
4452,4.886628318093335
4460,4.383324899795184
4466,4.915328239131522
4472,4.64048843949143
4475,5.117569524845913
4479,4.698777349448946
4493,5.72741787371173
4501,2.664459798924761
4509,3.1982153689668795
4513,6.7896570291394935
4514,7.3813564692782485
4523,8.042979611379895
4535,3.851526685502666
4543,7.149003079064269
4545,5.744581540516994
4556,2.793312195027595
4557,3.705230971248397
4564,3.7836784413452453
4576,4.745131148698887
4581,2.9219538283032165
4582,4.287613249551466
4584,3.9046986202687033
4587,5.452923768158988
4596,4.8173117672078405
4598,4.063872548954012
4611,7.815696767336464
4616,3.3904046868592186
4618,9.129554134918735
4629,8.563925897739354
4634,3.716178128800367
4638,4.9101587675048055
4648,5.726576668747625
4655,5.457730648382575
4666,3.4845388025949764
4672,3.465204694875198
4681,3.0988747747452225
4682,3.6508370097224354
4685,3.6738568462216596
4690,5.394291637535909
4699,3.3427036498217206
4701,3.237269005172056
4710,3.902373611776834
4711,4.123818536635878
4712,3.8630163490702674
4715,4.996922117895018
4722,4.819638361447298
4725,4.061153187505293
4730,6.9488135478788635
4731,5.276318528332751
4732,7.131839578028152
4745,6.113782274030466
4746,4.5332335289906345
4749,6.285101867158843
4757,4.6563665566042625
4763,4.781997886398669
4766,4.083097118320165
4769,4.813419470065541
4773,3.2465719463415583
4774,4.252343412569545
4779,5.250266808921049
4784,5.789104850129587
4789,4.421063696347445
4792,4.486627957340156
4823,2.735163851794459
4831,4.223505894513173
4835,1.9540793573203958
4841,6.018017484759719
4843,6.542005278722359
4844,5.751867017423378
4845,6.604351091413163
4846,7.754064870644507
4847,6.673014378368269
4850,7.886832398334789
4852,5.58521814358282
4854,7.371431826739788
4855,7.187355310126299
4865,7.199061741681581
4866,7.124283135404285
4867,3.1728483590006498
4872,6.737718584706902
4875,6.193357953511441
4878,8.030758943216377
4919,5.221270499337312
4934,4.4614082459085775
4936,3.9126530738936998
4944,2.372232868776088
4945,5.335699299770979
4946,4.488378760537513
4954,5.92197589687558
4956,4.448075457450798
4958,3.9953406545343015
4962,5.472257923651768
4965,5.055341116610174
4966,5.3876123930954805
4973,3.184773260524773
4976,5.257804068045444
4982,4.906725644136557
4986,4.303435133887826
4990,5.178131723878513
5024,5.044636146282798
5028,3.739613611128509
5039,2.636181037538859
5066,2.7654481497597736
5068,2.8048673995667954
5069,3.7451253604985375
5082,2.518466336203951
5091,3.2865978194434424
5096,3.6169114109938847
5115,2.8660647668211694
5117,2.202744054858694
5121,2.148088136500981
5128,3.5770315801394306
5156,3.062579040086851
5157,2.9317733966433157
5158,3.507538087423054
5159,2.9863551733884495
5162,3.340337830606325
5165,3.138475381032851
5190,2.5818568455846247
5197,2.883869284745286
5202,3.809640748014683
5204,4.324501531929169
5212,2.9140091823946674
5215,1.9792857108107895
5220,5.4267553283221455
5222,2.6650849121703724
5251,6.5308543266857955
5258,5.698245813596445
5308,3.8594018400550087
5315,3.2703325702388293
5332,3.4147783019499167
5348,3.5198813260225936
5402,3.4294528003103717
5408,4.246477436180973
5412,3.703006611065738
5415,4.872429126285868
5434,2.640751688037138
5440,2.7907623247404576
5469,3.7063217814509977
5475,2.691861936427609
5483,3.923794391960849
5492,6.474527321767957
5493,8.473407825119072
5498,4.63491104527607
5518,7.725935029800122
5533,3.6425788997922264
5535,5.148894346786347
5536,4.894196406899585
5538,3.805643869283001
5540,3.341329772513749
5544,3.711549474445318
5559,2.323077404393596
5560,5.29465352645474
5564,5.578103917201437
5579,3.4504566600123736
5580,3.716279737737174
5581,3.073699959509703
5586,3.568751150235009
5590,3.9353970343609848
5593,4.448801329240993
5595,4.2691009307058465
5600,4.374078440262346
5603,3.9153246785128957
5605,4.058062534834361
5606,3.805864747946861
5611,4.508492643097965
5612,4.068912634500231
5613,4.402604132965376
5616,5.167016651168781
5620,4.295504645069011
5654,4.439580516695305
5681,3.5626811410669883
5702,3.722054341581322
5797,1.8983868585930619
5814,3.1312066059241808
5821,2.9540314083841483
5875,2.871370796714754
5894,4.947894374284791
5907,5.355958192370949
5908,6.116189576238151
5915,4.8327418678226035
5916,2.387468703390873
5921,4.626136159728171
5926,5.685345597835938
5928,5.374926668206368
5929,7.10427769674824
5934,4.274059043428101
5951,5.9309230377407784
5960,7.284325685230689
5973,4.834769063448519
5975,4.968022774755225
5977,4.107178797271809
5978,5.769829978351754
5981,5.760008398967492
5989,6.250846213625872
5992,5.523171521476667
5999,3.4543127976642087
6003,4.05883988851341
6012,5.338840740412594
6020,5.081650892185001
6021,6.562658354015383
6022,4.411461645861243
6023,6.372594545932594
6027,4.810155310221704
6032,4.608254220744389
6040,5.630068998994243
6046,3.784184862531196
6047,4.869902617399687
6048,4.419732430878586
6068,3.431804257040474
6094,3.8941734131503716
6098,3.807918607933634
6122,5.634769084654308
6204,3.0314795338646237
6225,3.3960923506153593
6283,5.277875170243648
6293,3.4561687371940812
6299,3.1490884058888753
6300,4.295597149565048
6305,4.841159552659997
6310,3.612448772092213
6313,3.592571708622425
6314,7.046837624940104
6317,4.176787149782303
6318,4.134608597139492
6322,6.678384643937356
6325,3.086405162118604
6328,4.9939639875230215
6331,6.070308851724113
6332,4.268068873197103
6335,4.358413732862108
6340,4.1926382007494905
6341,4.671276302171085
6364,5.704413538035361
6365,3.494524248290555
6380,3.9302184975776715
6391,3.0702369011029553
6402,4.476217218822896
6432,6.70700216236641
6438,7.806111421299666
6440,6.690225581335773
6444,7.063669967943005
6449,5.014338863054678
6450,5.355225846431718
6454,4.9655443933233485
6456,5.815386707613683
6457,5.7986733436974385
6460,6.466303105962285
6464,6.774382110499738
6475,5.6289348693633245
6481,3.9559962438301675
6487,3.535209458188647
6492,5.747109431079021
6501,4.322719999142228
6507,5.1987883387965095
6509,4.465403865714309
6510,6.54366297965495
6515,4.704771482877239
6520,7.107437827327985
6521,4.459664698829899
6524,6.647744853116246
6526,3.7613370223654443
6530,7.557486754362526
6534,7.342615806463754
6535,3.602531118754347
6538,4.6134978810317655
6551,3.9734732732569107
6553,4.971793065630423
6554,3.424330387133972
6555,4.054767916877031
6556,4.181232085129402
6558,4.528312624700441
6560,4.383232435839529
6564,6.101235128577742
6570,3.2507992279019744
6573,3.652295290234279
6575,5.088516030595074
6576,4.879401603071778
6577,2.781147362727537
6579,4.415035354970437
6612,2.628977535367236
6613,3.5199465624389004
6630,2.5657957858785396
6655,4.61374746890961
6662,5.300493404453354
6664,6.649110161067453
6665,3.783069641621029
6666,3.2148356043522446
6692,4.11341914058915
6695,2.971226333526057
6721,4.500277662784024
6749,5.664490305257266
6753,3.3471662718385615
6764,4.267964732958971
6784,3.549572728196588
6786,3.5139172510608656
6787,4.629854811981545
6791,4.206981427681101
6792,4.273315151677528
6793,2.337544308936604
6794,4.273391863943912
6814,3.256365869501945
6826,5.46688983562151
6838,3.2693906551241954
6853,5.7939506638070215
6855,5.401809776290685
6857,7.976119305117297
6859,6.935427731224508
6867,5.62388792859895
6896,3.8867341544710827
6915,7.253014391212401
6917,3.998729082271279
6921,3.863447637056865
6928,5.236329471824486
6949,2.96992895685738
6960,5.328744419404644
6961,4.388223215319803
6967,6.459097026764606
6971,5.063526186206648
6977,3.8203172374634073
6980,4.135719035282936
6996,3.2922814224253623
6999,4.620777210807113
7001,3.9874894510137686
7009,5.21504010917322
7013,4.757619071841571
7024,3.5250408345819833
7040,4.127921298660453
7044,3.6691662942653194
7052,3.04057534565917
7053,3.5825691179934833
7064,8.382775822870407
7069,8.936243885516948
7077,3.421801801835224
7078,3.6916924441850116
7089,2.8171703987886136
7101,3.902939899100511
7114,3.4843496364843536
7116,4.269706819409777
7136,3.474652628242954
7146,4.105441744082541
7148,2.589033091954099
7150,3.93555813401982
7151,3.3343898566186225
7152,2.6244827578996297
7153,4.087003620663833
7165,4.767598102271805
7167,5.781022750060498
7170,3.105913286169809
7175,3.4249588419480195
7177,3.376008328358603
7178,3.583273885342765
7179,5.00915796696504
7181,7.496276836327371
7182,5.767985030597143
7185,3.6279342967194235
7190,3.17019651469799
7198,5.872840119384798
7202,4.054726135083827
7210,2.824051871629084
7215,4.867808024445467
7216,3.232637657410594
7217,3.721247521083736
7224,3.583664902678677
7239,6.418328632304051
7244,3.504069372644345
7262,2.7432297342083256
7267,6.093660389796172
7277,5.1146846365663325
7294,8.468837733375105
7297,3.9311701307138414
7302,7.521904464670011
7313,4.853535321019538
7326,5.299682950622185
7330,4.3689481223881454
7335,5.054459534191741
7342,5.077466734014013
7355,8.135611157358698
7366,2.6593659007408403
7369,4.501516154894755
7394,5.561075937210239
7405,5.2773759048314695
7431,5.562129709877204
7434,6.901546693099765
7457,4.544292784864949
7458,6.0861279659905705
7472,4.970520005925872
7480,5.921630768966253
7485,5.279649338533168
7495,6.221960534835071
7507,5.407193409644053
7524,5.441753231880358
7526,3.7469105147469772
7528,4.4373518228461695
7530,4.090481990311791
7533,4.309874642833413
7537,3.770195555029807
7544,4.040816833368149
7547,3.443584730871152
7548,7.112064036767123
7550,3.2490862435110763
7584,7.4093382746012715
7598,5.5421559343802365
7600,3.5848360165977087
7624,5.401168804171393
7627,3.581072835891178
7636,4.208604437387342
7640,3.641439139412113
7644,4.896139741386831
7654,3.3659316597043847
7663,3.4232314530999437
7664,4.181587109556407
7666,3.852904015800098
7678,6.016666814058087
7697,4.829403933176918
7698,4.698119060724
7710,5.5285450351020655
7711,5.7350361993614385
7726,5.557734105510366
7731,3.859223422296549
7735,3.7540958018426474
7737,3.5302276429375716
7743,4.293057969108265
7744,4.40592767298123
7746,3.334740765707864
7747,4.82289182168099
7750,4.707931877711646
7751,4.950090829073487
7753,4.818732726889436
7755,4.410300829454716
7758,5.584043329093942
7767,3.173699693578225
7770,4.522252567038146
7783,3.752677907939679
7789,5.9018138575775865
7809,3.689147948037514
7811,5.41388254914617
7815,5.068453957056251
7825,5.752742478913816
7826,4.04867674716147
7828,3.845209692812571
7830,2.0575761244601622
7835,3.186333150397962
7841,6.310650890557136
7847,4.15740831956843
7858,3.923791692118404
7868,5.442380790337082
7877,4.595184246321668
7891,5.555233371508177
7892,6.20605568762273
7893,4.838394661412035
7898,4.907398766074559
7899,6.2877727687198295
7900,4.0362381906761495
7910,5.798023766245113
7915,4.84848249297476
7919,5.68636512945175
7920,5.16390902506499
7923,5.292638932363024
7924,5.116675871700551
7927,3.7221626537915364
7933,7.34179569485187
7935,2.777047118447996
7945,6.946324668874493
7947,4.238904615538054
7954,7.712165219004976
7959,7.882576294033691
7972,4.757555393469696
7976,2.079358270970075
7977,3.3279705587800112
7988,4.393171578018178
7989,4.407235047078236
8011,2.9867468083726156
8019,4.012774904011238
8032,4.607326521337354
8038,5.036265898684802
8074,3.355308468747935
8083,3.7164406730977215
8085,3.713454436283299
8086,4.80587498973026
8120,4.461158078534682
8138,3.4119930935361054
8170,2.1647474897929433
8172,2.756322351218755
8219,4.331380243793882
8229,3.0939147539748477
8241,2.825253294551095
8254,2.6311451095588763
